chemkin_index,string,reaction_id,ig_delay
250,C2H4+CH3O2<=>C2H3+CH3O2H,C=C_m1.CO[O]_m2>>C=[CH]_m2.COO_m1,0.00000348
251,C2H4+C2H5O2<=>C2H3+C2H5O2H,C=C_m1.CCO[O]_m2>>C=[CH]_m2.CCOO_m1,0.00000213
252,C2H4+CH3CO3<=>C2H3+CH3CO3H,C=C_m1.CC(=O)O[O]_m2>>C=[CH]_m2.CC(=O)OO_m1,0.000000103
253,C2H4+CH3<=>C2H3+CH4,C=C_m1.[CH3]_m2>>C=[CH]_m2.C_m1,0.0000628
254,C2H4+CH3<=>C2H3+CH4,C=C_m1.[CH3]_m2>>C=[CH]_m2.C_m1,0.00000295
255,C2H4+O<=>CH3+HCO,C=C_m1.[O]_m3>>[CH3]_m2.[CH]=O_m2,0.00032346
256,C2H4+O<=>CH2CHO+H,C=C_m1.[O]_m3>>[CH2]C=O_m2.[H]_m2,0.0012833
257,CH+CH4<=>C2H4+H,[CH]_m4.C_m1>>C=C_m1.[H]_m2,0.000000103
258,CH2(S)+CH3<=>C2H4+H,[CH2]_m1.[CH3]_m2>>C=C_m1.[H]_m2,1.47E-08
259,C2H4+OH<=>CH3+CH2O,C=C_m1.[OH]_m2>>[CH3]_m2.C=O_m1,0.00000521
260,C2H4+OH<=>CH3CHO+H,C=C_m1.[OH]_m2>>CC=O_m1.[H]_m2,0.00000363
261,C2H4+OH<=>C2H3OH+H,C=C_m1.[OH]_m2>>OC=C_m1.[H]_m2,0.00020685
262,C2H4+OH<=>PC2H4OH,C=C_m1.[OH]_m2>>[CH2]CO_m2,0.0075151
263,C2H4+HO2<=>C2H4O1-2+OH,C=C_m1.O[O]_m2>>O1CC1_m1.[OH]_m2,0.0039272
264,C2H4+CH3O2<=>C2H4O1-2+CH3O,C=C_m1.CO[O]_m2>>O1CC1_m1.C[O]_m2,0.00011607
265,C2H4+C2H5O2<=>C2H4O1-2+C2H5O,C=C_m1.CCO[O]_m2>>O1CC1_m1.CC[O]_m2,0.00014752
266,C2H2+H(+M)<=>C2H3(+M),C#C_m1.[H]_m2>>C=[CH]_m2,0.00028116
267,C2H3+O2<=>C2H3OO,C=[CH]_m2.[O][O]_m3>>[O]OC=C_m2,0.015874
268,C2H3+O2<=>C2H3OO,C=[CH]_m2.[O][O]_m3>>[O]OC=C_m2,0.016737
269,C2H3+O2<=>CHCHO+OH,C=[CH]_m2.[O][O]_m3>>[CH]CO_m3.[OH]_m2,0.00010691
270,C2H3+O2<=>CHCHO+OH,C=[CH]_m2.[O][O]_m3>>[CH]CO_m3.[OH]_m2,0.0014952
271,C2H3+O2<=>CH2CHO+O,C=[CH]_m2.[O][O]_m3>>[CH2]C=O_m2.[O]_m3,0.02912
272,C2H3+O2<=>CH2CHO+O,C=[CH]_m2.[O][O]_m3>>[CH2]C=O_m2.[O]_m3,0.036239
273,C2H3+O2<=>C2H2+HO2,C=[CH]_m2.[O][O]_m3>>C#C_m1.O[O]_m2,0.00095636
274,C2H3+O2<=>C2H2+HO2,C=[CH]_m2.[O][O]_m3>>C#C_m1.O[O]_m2,0.0000584
275,C2H3+O2<=>CHOCHO+H,C=[CH]_m2.[O][O]_m3>>O=CC=O_m1.[H]_m2,0.0033172
276,C2H3+O2<=>CHOCHO+H,C=[CH]_m2.[O][O]_m3>>O=CC=O_m1.[H]_m2,0.00015929
277,C2H3+O2<=>CH2CO+OH,C=[CH]_m2.[O][O]_m3>>C=C=O_m1.[OH]_m2,0.0000126
278,C2H3+O2<=>CH2CO+OH,C=[CH]_m2.[O][O]_m3>>C=C=O_m1.[OH]_m2,0.00000245
279,C2H3+O2<=>CH2O+HCO,C=[CH]_m2.[O][O]_m3>>C=O_m1.[CH]=O_m2,0.0086035
280,C2H3+O2<=>CH2O+HCO,C=[CH]_m2.[O][O]_m3>>C=O_m1.[CH]=O_m2,0.00015212
281,C2H3+O2=>CH2O+H+CO,C=[CH]_m2.[O][O]_m3>>C=O_m1.[H]_m2.[C]=O_m3,0.016429
282,C2H3+O2=>CH2O+H+CO,C=[CH]_m2.[O][O]_m3>>C=O_m1.[H]_m2.[C]=O_m3,0.00028265
283,C2H3+O2<=>CO+CH3O,C=[CH]_m2.[O][O]_m3>>[C]=O_m3.C[O]_m2,0.0000491
284,C2H3+O2<=>CO+CH3O,C=[CH]_m2.[O][O]_m3>>[C]=O_m3.C[O]_m2,0.00000592
285,C2H3+O2<=>CO2+CH3,C=[CH]_m2.[O][O]_m3>>O=C=O_m1.[CH3]_m2,0.00011625
286,C2H3+O2<=>CO2+CH3,C=[CH]_m2.[O][O]_m3>>O=C=O_m1.[CH3]_m2,0.00000157
287,C2H3OO<=>CHCHO+OH,[O]OC=C_m2>>[CH]CO_m3.[OH]_m2,0.0000407
288,C2H3OO<=>CHCHO+OH,[O]OC=C_m2>>[CH]CO_m3.[OH]_m2,0.00000128
289,C2H3OO<=>CH2CHO+O,[O]OC=C_m2>>[CH2]C=O_m2.[O]_m3,0.0031801
290,C2H3OO<=>CH2CHO+O,[O]OC=C_m2>>[CH2]C=O_m2.[O]_m3,0.0038028
291,C2H3OO<=>CHOCHO+H,[O]OC=C_m2>>O=CC=O_m1.[H]_m2,0.00072614
292,C2H3OO<=>CHOCHO+H,[O]OC=C_m2>>O=CC=O_m1.[H]_m2,0.00010221
293,C2H3OO<=>CH2CO+OH,[O]OC=C_m2>>C=C=O_m1.[OH]_m2,0.000000103
294,C2H3OO<=>CH2CO+OH,[O]OC=C_m2>>C=C=O_m1.[OH]_m2,1.47E-08
295,C2H3OO<=>CH2O+HCO,[O]OC=C_m2>>C=O_m1.[CH]=O_m2,0.0034555
296,C2H3OO<=>CH2O+HCO,[O]OC=C_m2>>C=O_m1.[CH]=O_m2,0.000000925
297,C2H3OO=>CH2O+H+CO,[O]OC=C_m2>>C=O_m1.[H]_m2.[C]=O_m3,0.0027175
298,C2H3OO=>CH2O+H+CO,[O]OC=C_m2>>C=O_m1.[H]_m2.[C]=O_m3,0.000000396
299,C2H3OO<=>CO+CH3O,[O]OC=C_m2>>[C]=O_m3.C[O]_m2,0.0000881
300,C2H3OO<=>CO+CH3O,[O]OC=C_m2>>[C]=O_m3.C[O]_m2,0.0000282
301,CHOCHO+OH=>HCO+CO+H2O,O=CC=O_m1.[OH]_m2>>[CH]=O_m2.[C]=O_m3.O_m1,0.0004487
302,C2H3+H<=>C2H2+H2,C=[CH]_m2.[H]_m2>>C#C_m1.[H][H]_m1,0.0000209
303,C2H3+H<=>H2CC+H2,C=[CH]_m2.[H]_m2>>C=[C]_m3.[H][H]_m1,0.00000327
304,C2H3+OH<=>C2H2+H2O,C=[CH]_m2.[OH]_m2>>C#C_m1.O_m1,0.0000191
305,C2H3+CH3<=>CH4+C2H2,C=[CH]_m2.[CH3]_m2>>C_m1.C#C_m1,0.000000984
306,C2H3+C2H3<=>C2H2+C2H4,C=[CH]_m2.C=[CH]_m2>>C#C_m1.C=C_m1,0.00000022
307,C2H+H(+M)<=>C2H2(+M),C#[C]_m2.[H]_m2>>C#C_m1,1.47E-08
308,C2H2(+M)<=>H2CC(+M),C#C_m1>>C=[C]_m3,0.000000191
309,C2H2+O<=>CH2+CO,C#C_m1.[O]_m3>>[CH2]_m3.[C]=O_m3,0.0000455
310,C2H2+O<=>HCCO+H,C#C_m1.[O]_m3>>[CH]=C=O_m2.[H]_m2,0.00022855
311,C2H2+HO2<=>CH2CO+OH,C#C_m1.O[O]_m2>>C=C=O_m1.[OH]_m2,0.0000408
312,C2H2+HCO<=>C2H3+CO,C#C_m1.[CH]=O_m2>>C=[CH]_m2.[C]=O_m3,0.000026
313,C2H2+CH2<=>C3H3+H,C#C_m1.[CH2]_m3>>[CH2]C#C_m2.[H]_m2,1.47E-08
314,C2H2+CH2(S)<=>C3H3+H,C#C_m1.[CH2]_m1>>[CH2]C#C_m2.[H]_m2,0.000000103
315,C2H2+HCCO<=>C3H3+CO,C#C_m1.[CH]=C=O_m2>>[CH2]C#C_m2.[C]=O_m3,0.00000022
316,H2CC+H<=>C2H2+H,C=[C]_m3.[H]_m2>>C#C_m1.[H]_m2,0.000000044
317,H2CC+OH<=>CH2CO+H,C=[C]_m3.[OH]_m2>>C=C=O_m1.[H]_m2,0.00000022
318,H2CC+O2<=>HCO+HCO,C=[C]_m3.[O][O]_m3>>[CH]=O_m2.[CH]=O_m2,0.000000954
319,C2H2+OH<=>C2H+H2O,C#C_m1.[OH]_m2>>C#[C]_m2.O_m1,0.000000602
320,C2H2+OH<=>HCCOH+H,C#C_m1.[OH]_m2>>OC#C_m1.[H]_m2,0.000000279
321,C2H2+OH<=>CH2CO+H,C#C_m1.[OH]_m2>>C=C=O_m1.[H]_m2,0.00000307
322,C2H2+OH<=>CH3+CO,C#C_m1.[OH]_m2>>[CH3]_m2.[C]=O_m3,0.00000254
323,C2H2+OH<=>C2H2OH,C#C_m1.[OH]_m2>>OC=[CH]_m2,0.000000044
324,H+HCCOH<=>H+CH2CO,[H]_m2.OC#C_m1>>[H]_m2.C=C=O_m1,1.47E-08
325,C2H+O2<=>CO2+CHV,,0.000000161
326,C2H+O2<=>HCO+CO,C#[C]_m2.[O][O]_m3>>[CH]=O_m2.[C]=O_m3,0.000000191
327,C2H+O<=>CO+CHV,,0.00000022
328,C2H+O<=>CO+CH,C#[C]_m2.[O]_m3>>[C]=O_m3.[CH]_m4,0.000000044
329,C2H+H2<=>H+C2H2,C#[C]_m2.[H][H]_m1>>[H]_m2.C#C_m1,0.000000161
330,C2H+OH<=>H+HCCO,C#[C]_m2.[OH]_m2>>[H]_m2.[CH]=C=O_m2,0.000000279
331,CH3CHO(+M)<=>CH3+HCO(+M),CC=O_m1>>[CH3]_m2.[CH]=O_m2,0.0000428
332,CH3CHO(+M)<=>CH4+CO(+M),CC=O_m1>>C_m1.[C]=O_m3,0.000000191
333,CH3CHO+O2<=>CH3CO+HO2,CC=O_m1.[O][O]_m3>>C[C]=O_m2.O[O]_m2,0.00055127
334,CH3CHO+O<=>CH3CO+OH,CC=O_m1.[O]_m3>>C[C]=O_m2.[OH]_m2,0.0000537
335,CH3CHO+H<=>CH3CO+H2,CC=O_m1.[H]_m2>>C[C]=O_m2.[H][H]_m1,0.0000455
336,CH3CHO+OH<=>CH3CO+H2O,CC=O_m1.[OH]_m2>>C[C]=O_m2.O_m1,0.01117
337,CH3CHO+HO2<=>CH3CO+H2O2,CC=O_m1.O[O]_m2>>C[C]=O_m2.OO_m1,0.04369
338,CH3CHO+CH3<=>CH3CO+CH4,CC=O_m1.[CH3]_m2>>C[C]=O_m2.C_m1,0.0000941
339,CH3CHO+CH3O2<=>CH3CO+CH3O2H,CC=O_m1.CO[O]_m2>>C[C]=O_m2.COO_m1,0.0090427
340,CH3CHO+CH3CO3<=>CH3CO+CH3CO3H,CC=O_m1.CC(=O)O[O]_m2>>C[C]=O_m2.CC(=O)OO_m1,0.0003471
341,CH3CHO+H<=>CH2CHO+H2,CC=O_m1.[H]_m2>>[CH2]C=O_m2.[H][H]_m1,0.0000994
342,CH3CHO+OH<=>CH2CHO+H2O,CC=O_m1.[OH]_m2>>[CH2]C=O_m2.O_m1,0.0028213
343,CH3CHO+OH<=>CH3+HOCHO,CC=O_m1.[OH]_m2>>[CH3]_m2.OC=O_m1,0.0037099
344,CH3CO(+M)<=>CH3+CO(+M),C[C]=O_m2>>[CH3]_m2.[C]=O_m3,0.0052861
345,CH3CO(+M)<=>CH2CO+H(+M),C[C]=O_m2>>C=C=O_m1.[H]_m2,0.00056877
346,CH3CO+H<=>CH2CO+H2,C[C]=O_m2.[H]_m2>>C=C=O_m1.[H][H]_m1,0.000000279
347,CH3CO+O<=>CH2CO+OH,C[C]=O_m2.[O]_m3>>C=C=O_m1.[OH]_m2,0.000000103
348,CH3CO+CH3<=>CH2CO+CH4,C[C]=O_m2.[CH3]_m2>>C=C=O_m1.C_m1,0.0000204
349,CH3CO+O2<=>CH3CO3,C[C]=O_m2.[O][O]_m3>>CC(=O)O[O]_m2,0.0018961
350,CH3CO3+HO2<=>CH3CO3H+O2,CC(=O)O[O]_m2.O[O]_m2>>CC(=O)OO_m1.[O][O]_m3,0.00082561
351,H2O2+CH3CO3<=>HO2+CH3CO3H,OO_m1.CC(=O)O[O]_m2>>O[O]_m2.CC(=O)OO_m1,0.00078967
352,CH4+CH3CO3<=>CH3+CH3CO3H,C_m1.CC(=O)O[O]_m2>>[CH3]_m2.CC(=O)OO_m1,0.000000161
353,C2H3OH<=>CH3CHO,OC=C_m1>>CC=O_m1,0.00000113
354,C2H3OH+O2<=>CH2CHO+HO2,OC=C_m1.[O][O]_m3>>[CH2]C=O_m2.O[O]_m2,0.00016293
355,C2H3OH+O<=>CH2CHO+OH,OC=C_m1.[O]_m3>>[CH2]C=O_m2.[OH]_m2,0.0000142
356,C2H3OH+H<=>CH2CHO+H2,OC=C_m1.[H]_m2>>[CH2]C=O_m2.[H][H]_m1,0.000000602
357,C2H3OH+OH<=>CH2CHO+H2O,OC=C_m1.[OH]_m2>>[CH2]C=O_m2.O_m1,0.00050218
358,C2H3OH+CH3<=>CH2CHO+CH4,OC=C_m1.[CH3]_m2>>[CH2]C=O_m2.C_m1,0.00000483
359,C2H3OH+CH3O2<=>CH2CHO+CH3O2H,OC=C_m1.CO[O]_m2>>[CH2]C=O_m2.COO_m1,0.0000195
360,C2H3OH+H<=>C2H2OH+H2,OC=C_m1.[H]_m2>>OC=[CH]_m2.[H][H]_m1,0.000000161
361,C2H3OH+H<=>PC2H4OH,OC=C_m1.[H]_m2>>[CH2]CO_m2,0.00021648
362,C2H3OH+HO2<=>CH3CHO+HO2,OC=C_m1.O[O]_m2>>CC=O_m1.O[O]_m2,0.00000295
363,CH2CHO(+M)<=>CH2CO+H(+M),[CH2]C=O_m2>>C=C=O_m1.[H]_m2,0.0015306
364,CH2CHO(+M)<=>CH3+CO(+M),[CH2]C=O_m2>>[CH3]_m2.[C]=O_m3,0.0015867
365,CH3CO3H<=>CH3CO2+OH,CC(=O)OO_m1>>CC(=O)[O]_m2.[OH]_m2,0.00019646
366,CH3CO3+CH2O<=>CH3CO3H+HCO,CC(=O)O[O]_m2.C=O_m1>>CC(=O)OO_m1.[CH]=O_m2,0.00062772
367,CH3CO3+C2H6<=>CH3CO3H+C2H5,CC(=O)O[O]_m2.CC_m1>>CC(=O)OO_m1.C[CH2]_m2,0.00000025
368,CH3CO2+M<=>CH3+CO2+M ,CC(=O)[O]_m2>>[CH3]_m2.O=C=O_m1,7.34E-08
369,CH2CHO+O2<=>O2CH2CHO,[CH2]C=O_m2.[O][O]_m3>>[O]OCC=O_m2,0.00017147
370,CH2CHO+O2<=>CH2CO+HO2,[CH2]C=O_m2.[O][O]_m3>>C=C=O_m1.O[O]_m2,0.0000763
371,CH2CHO+O2=>CH2O+CO+OH,[CH2]C=O_m2.[O][O]_m3>>C=O_m1.[C]=O_m3.[OH]_m2,0.0037612
372,CH2CHO+O2<=>HO2CH2CO,[CH2]C=O_m2.[O][O]_m3>>OOC[C]=O_m2,0.000000161
373,O2CH2CHO<=>HO2CH2CO,[O]OCC=O_m2>>OOC[C]=O_m2,0.0018207
374,O2CH2CHO<=>CH2CO+HO2,[O]OCC=O_m2>>C=C=O_m1.O[O]_m2,0.000000161
375,HO2CH2CO=>CO+CH2O+OH,OOC[C]=O_m2>>[C]=O_m3.C=O_m1.[OH]_m2,0.000000367
376,HO2CH2CO<=>CH2CO+HO2,OOC[C]=O_m2>>C=C=O_m1.O[O]_m2,0.000000044
377,CH2+CO(+M)<=>CH2CO(+M),[CH2]_m3.[C]=O_m3>>C=C=O_m1,0.00000163
378,CH2CO+H<=>HCCO+H2,C=C=O_m1.[H]_m2>>[CH]=C=O_m2.[H][H]_m1,0.0010867
379,CH2CO+O<=>HCCO+OH,C=C=O_m1.[O]_m3>>[CH]=C=O_m2.[OH]_m2,0.0000224
380,CH2CO+OH<=>HCCO+H2O,C=C=O_m1.[OH]_m2>>[CH]=C=O_m2.O_m1,0.0041169
381,CH2CO+H<=>CH3+CO,C=C=O_m1.[H]_m2>>[CH3]_m2.[C]=O_m3,0.00016531
382,CH+CH2O<=>H+CH2CO,[CH]_m4.C=O_m1>>[H]_m2.C=C=O_m1,7.34E-08
383,CH2CO+O<=>CH2+CO2,C=C=O_m1.[O]_m3>>[CH2]_m3.O=C=O_m1,0.0000758
384,CH2CO+OH<=>CH2OH+CO,C=C=O_m1.[OH]_m2>>[CH2]O_m2.[C]=O_m3,0.0097577
385,CH2CO+CH2(S)<=>C2H4+CO,C=C=O_m1.[CH2]_m1>>C=C_m1.[C]=O_m3,0.00000104
386,CH2CO+CH3<=>C2H5+CO,C=C=O_m1.[CH3]_m2>>C[CH2]_m2.[C]=O_m3,0.0000221
387,HCCO+OH=>H2+CO+CO,[CH]=C=O_m2.[OH]_m2>>[H][H]_m1.[C]=O_m3.[C]=O_m3,0.0000236
388,HCCO+O=>H+CO+CO,[CH]=C=O_m2.[O]_m3>>[H]_m2.[C]=O_m3.[C]=O_m3,0.00000181
389,CH+CO+M<=>HCCO+M ,[CH]_m4.[C]=O_m3>>[CH]=C=O_m2,1.47E-08
390,HCCO+H<=>CH2(S)+CO,[CH]=C=O_m2.[H]_m2>>[CH2]_m1.[C]=O_m3,0.00000104
391,HCCO+O2=>OH+CO+CO,[CH]=C=O_m2.[O][O]_m3>>[OH]_m2.[C]=O_m3.[C]=O_m3,0.00015685
392,HCCO+O2=>CO2+CO+H,[CH]=C=O_m2.[O][O]_m3>>O=C=O_m1.[C]=O_m3.[H]_m2,0.0000893
393,CH+HCCO<=>CO+C2H2,[CH]_m4.[CH]=C=O_m2>>[C]=O_m3.C#C_m1,0.000000044
394,C2H5OH<=>C2H4+H2O,CCO_m1>>C=C_m1.O_m1,1.47E-08
395,C2H5OH<=>CH3+CH2OH,CCO_m1>>[CH3]_m2.[CH2]O_m2,0.00000269
396,C2H5OH<=>C2H5+OH,CCO_m1>>C[CH2]_m2.[OH]_m2,0.002569
397,C2H5OH+O<=>C2H5O+OH,CCO_m1.[O]_m3>>CC[O]_m2.[OH]_m2,0.000000044
398,C2H5OH+OH<=>C2H5O+H2O,CCO_m1.[OH]_m2>>CC[O]_m2.O_m1,0.00000134
399,C2H5OH+H<=>C2H5O+H2,CCO_m1.[H]_m2>>CC[O]_m2.[H][H]_m1,0.00000022
400,C2H5OH+HO2<=>C2H5O+H2O2,CCO_m1.O[O]_m2>>CC[O]_m2.OO_m1,0.00000157
401,C2H5OH+CH3<=>C2H5O+CH4,CCO_m1.[CH3]_m2>>CC[O]_m2.C_m1,0.000000279
402,C2H5OH+CH3O2<=>C2H5O+CH3O2H,CCO_m1.CO[O]_m2>>CC[O]_m2.COO_m1,0.000000161
403,C2H5OH+C2H5<=>PC2H4OH+C2H6,CCO_m1.C[CH2]_m2>>[CH2]CO_m2.CC_m1,0.000000044
404,C2H5OH+O2<=>SC2H4OH+HO2,CCO_m1.[O][O]_m3>>C[CH]O_m2.O[O]_m2,0.000000044
405,C2H5OH+O<=>SC2H4OH+OH,CCO_m1.[O]_m3>>C[CH]O_m2.[OH]_m2,7.34E-08
406,C2H5OH+H<=>SC2H4OH+H2,CCO_m1.[H]_m2>>C[CH]O_m2.[H][H]_m1,0.00000316
407,C2H5OH+OH<=>SC2H4OH+H2O,CCO_m1.[OH]_m2>>C[CH]O_m2.O_m1,0.0000615
408,C2H5OH+HO2<=>SC2H4OH+H2O2,CCO_m1.O[O]_m2>>C[CH]O_m2.OO_m1,0.0000496
409,C2H5OH+CH3<=>SC2H4OH+CH4,CCO_m1.[CH3]_m2>>C[CH]O_m2.C_m1,0.000000338
410,C2H5OH+CH3O2<=>SC2H4OH+CH3O2H,CCO_m1.CO[O]_m2>>C[CH]O_m2.COO_m1,0.00000477
411,C2H5OH+C2H5<=>SC2H4OH+C2H6,CCO_m1.C[CH2]_m2>>C[CH]O_m2.CC_m1,1.47E-08
412,C2H5OH+O2<=>PC2H4OH+HO2,CCO_m1.[O][O]_m3>>[CH2]CO_m2.O[O]_m2,0.0000219
413,C2H5OH+O<=>PC2H4OH+OH,CCO_m1.[O]_m3>>[CH2]CO_m2.[OH]_m2,0.000000426
414,C2H5OH+H<=>PC2H4OH+H2,CCO_m1.[H]_m2>>[CH2]CO_m2.[H][H]_m1,0.000000132
415,C2H5OH+OH<=>PC2H4OH+H2O,CCO_m1.[OH]_m2>>[CH2]CO_m2.O_m1,0.0000166
416,C2H5OH+HO2<=>PC2H4OH+H2O2,CCO_m1.O[O]_m2>>[CH2]CO_m2.OO_m1,0.0000184
417,C2H5OH+CH3<=>PC2H4OH+CH4,CCO_m1.[CH3]_m2>>[CH2]CO_m2.C_m1,0.000000308
418,C2H5OH+CH3O2<=>PC2H4OH+CH3O2H,CCO_m1.CO[O]_m2>>[CH2]CO_m2.COO_m1,0.000000044
419,SC2H4OH<=>CH3CHO+H,C[CH]O_m2>>CC=O_m1.[H]_m2,0.00000697
420,SC2H4OH<=>C2H3OH+H,C[CH]O_m2>>OC=C_m1.[H]_m2,0.00000932
421,SC2H4OH<=>C2H5O,C[CH]O_m2>>CC[O]_m2,0.0000197
422,SC2H4OH<=>PC2H4OH,C[CH]O_m2>>[CH2]CO_m2,0.00000216
423,CH3+CH2O<=>C2H5O,[CH3]_m2.C=O_m1>>CC[O]_m2,0.00050818
424,CH3CHO+H<=>C2H5O,CC=O_m1.[H]_m2>>CC[O]_m2,0.00055168
425,C2H5O+O2<=>CH3CHO+HO2,CC[O]_m2.[O][O]_m3>>CC=O_m1.O[O]_m2,0.0000058
426,O2C2H4OH<=>PC2H4OH+O2,OCCO[O]_m2>>[CH2]CO_m2.[O][O]_m3,0.0017782
427,O2C2H4OH=>OH+CH2O+CH2O,OCCO[O]_m2>>[OH]_m2.C=O_m1.C=O_m1,0.0019488
428,SC2H4OH+O2<=>CH3CHO+HO2,C[CH]O_m2.[O][O]_m3>>CC=O_m1.O[O]_m2,0.000000573
429,SC2H4OH+O2<=>C2H3OH+HO2,C[CH]O_m2.[O][O]_m3>>OC=C_m1.O[O]_m2,0.00000122
430,CH3OCH3(+M)<=>CH3+CH3O(+M),COC_m1>>[CH3]_m2.C[O]_m2,0.0004113
431,CH3OCH3+OH<=>CH3OCH2+H2O,COC_m1.[OH]_m2>>CO[CH2]_m2.O_m1,0.0000303
432,CH3OCH3+H<=>CH3OCH2+H2,COC_m1.[H]_m2>>CO[CH2]_m2.[H][H]_m1,0.000000661
433,CH3OCH3+O<=>CH3OCH2+OH,COC_m1.[O]_m3>>CO[CH2]_m2.[OH]_m2,0.000000426
434,CH3OCH3+HO2<=>CH3OCH2+H2O2,COC_m1.O[O]_m2>>CO[CH2]_m2.OO_m1,0.00000718
435,CH3OCH3+CH3O2<=>CH3OCH2+CH3O2H,COC_m1.CO[O]_m2>>CO[CH2]_m2.COO_m1,0.000000543
436,CH3OCH3+CH3<=>CH3OCH2+CH4,COC_m1.[CH3]_m2>>CO[CH2]_m2.C_m1,0.00000025
437,CH3OCH3+O2<=>CH3OCH2+HO2,COC_m1.[O][O]_m3>>CO[CH2]_m2.O[O]_m2,0.000000103
438,CH3OCH3+CH3O<=>CH3OCH2+CH3OH,COC_m1.C[O]_m2>>CO[CH2]_m2.CO_m1,0.000000191
439,CH3OCH3+CH3OCH2O2<=>CH3OCH2+CH3OCH2O2H,COC_m1.COCO[O]_m2>>CO[CH2]_m2.COCOO_m1,7.34E-08
440,CH3OCH3+O2CHO<=>CH3OCH2+HO2CHO,COC_m1.[O]OC=O_m2>>CO[CH2]_m2.OOC=O_m1,0.00000195
441,CH3OCH3+OCHO<=>CH3OCH2+HOCHO,COC_m1.[O]C=O_m2>>CO[CH2]_m2.OC=O_m1,0.000000044
442,CH3OCH2+CH3O<=>CH3OCH3+CH2O,CO[CH2]_m2.C[O]_m2>>COC_m1.C=O_m1,1.47E-08
443,CH3OCH2+CH2O<=>CH3OCH3+HCO,CO[CH2]_m2.C=O_m1>>COC_m1.[CH]=O_m2,0.00000022
444,CH3OCH2+CH3CHO<=>CH3OCH3+CH3CO,CO[CH2]_m2.CC=O_m1>>COC_m1.C[C]=O_m2,0.000000161
445,CH3OCH2<=>CH3+CH2O,CO[CH2]_m2>>[CH3]_m2.C=O_m1,0.00000926
446,CH3OCH2+O2<=>CH3OCH2O2,CO[CH2]_m2.[O][O]_m3>>COCO[O]_m2,0.00000665
447,CH3OCH2+O2<=>CH2OCH2O2H,CO[CH2]_m2.[O][O]_m3>>[CH2]OCOO_m2,1.47E-08
448,CH3OCH2+O2=>CH2O+CH2O+OH,CO[CH2]_m2.[O][O]_m3>>C=O_m1.C=O_m1.[OH]_m2,0.000000396
449,CH3OCH2O2<=>CH2OCH2O2H,COCO[O]_m2>>[CH2]OCOO_m2,0.0000033
450,CH3OCH2O2=>CH2O+CH2O+OH,COCO[O]_m2>>C=O_m1.C=O_m1.[OH]_m2,0.00000439
451,CH2OCH2O2H=>CH2O+CH2O+OH,[CH2]OCOO_m2>>C=O_m1.C=O_m1.[OH]_m2,0.0000111
452,CH2OCH2O2H+O2<=>O2CH2OCH2O2H,[CH2]OCOO_m2.[O][O]_m3>>OOCOCO[O]_m2,0.0000142
453,CH2OCH2O2H+O2<=>HO2CH2OCHO+OH,[CH2]OCOO_m2.[O][O]_m3>>OOCOC=O_m1.[OH]_m2,0.000000367
454,O2CH2OCH2O2H<=>HO2CH2OCHO+OH,OOCOCO[O]_m2>>OOCOC=O_m1.[OH]_m2,0.00000137
455,CH3OCH2O2+CH3OCH2O2=>O2+CH3OCH2O+CH3OCH2O,COCO[O]_m2.COCO[O]_m2>>[O][O]_m3.COC[O]_m2.COC[O]_m2,0.000000279
456,CH3OCH2O2+CH2O<=>CH3OCH2O2H+HCO,COCO[O]_m2.C=O_m1>>COCOO_m1.[CH]=O_m2,1.47E-08
457,CH3OCH2O2+CH3CHO<=>CH3OCH2O2H+CH3CO,COCO[O]_m2.CC=O_m1>>COCOO_m1.C[C]=O_m2,7.34E-08
458,CH3OCH2O+OH<=>CH3OCH2O2H,COC[O]_m2.[OH]_m2>>COCOO_m1,0.000000044
459,HO2CH2OCHO<=>OCH2OCHO+OH,OOCOC=O_m1>>[O]COC=O_m2.[OH]_m2,0.000000161
460,CH2O+OCHO<=>OCH2OCHO,C=O_m1.[O]C=O_m2>>[O]COC=O_m2,0.000000161
461,OCH2OCHO<=>HOCH2OCO,[O]COC=O_m2>>OCO[C]=O_m2,0.000000191
462,HOCH2OCO<=>CH2OH+CO2,OCO[C]=O_m2>>[CH2]O_m2.O=C=O_m1,0.000000455
463,HOCH2OCO<=>HOCH2O+CO,OCO[C]=O_m2>>OC[O]_m2.[C]=O_m3,0.000000308
464,CH3O+CH2O<=>CH3OCH2O,C[O]_m2.C=O_m1>>COC[O]_m2,0.00000183
465,CH3OCH2O+O2<=>CH3OCHO+HO2,COC[O]_m2.[O][O]_m3>>COC=O_m1.O[O]_m2,0.000000279
466,CH3OCH2O<=>CH3OCHO+H,COC[O]_m2>>COC=O_m1.[H]_m2,0.00000166
467,CH3O+HCO<=>CH3OCHO,C[O]_m2.[CH]=O_m2>>COC=O_m1,0.00000251
468,CH3O+HCO<=>CH3OH+CO,C[O]_m2.[CH]=O_m2>>CO_m1.[C]=O_m3,0.00000762
469,CH3+OCHO<=>CH3OCHO,[CH3]_m2.[O]C=O_m2>>COC=O_m1,0.000000044
470,CH2OCHO+H<=>CH3OCHO,[CH2]OC=O_m2.[H]_m2>>COC=O_m1,0.000000161
471,CH3OCO+H<=>CH3OCHO,CO[C]=O_m2.[H]_m2>>COC=O_m1,0.000000191
472,CH3OCHO+O2<=>CH3OCO+HO2,COC=O_m1.[O][O]_m3>>CO[C]=O_m2.O[O]_m2,0.00000022
