idx,string,reaction_id
1649,IC3H6OHCHO+OH=>TC3H6OH+CO+H2O,O=CC(O)(C)C_m1.[OH]_m2>>C[C](O)C_m2.[C]=O_m3.O_m1
1650,IC3H6OHCHO+H=>TC3H6OH+CO+H2,O=CC(O)(C)C_m1.[H]_m2>>C[C](O)C_m2.[C]=O_m3.[H][H]_m1
1651,IC3H6OHCHO+HO2=>TC3H6OH+CO+H2O2,O=CC(O)(C)C_m1.O[O]_m2>>C[C](O)C_m2.[C]=O_m3.OO_m1
1652,IC3H6OHCHO+CH3=>TC3H6OH+CO+CH4,O=CC(O)(C)C_m1.[CH3]_m2>>C[C](O)C_m2.[C]=O_m3.C_m1
1653,TC3H6OH<=>CH3COCH3+H,C[C](O)C_m2>>CC(=O)C_m1.[H]_m2
1654,TC3H6OH<=>IC3H5OH+H,C[C](O)C_m2>>CC(=C)O_m1.[H]_m2
1655,TC3H6OH+O2<=>CH3COCH3+HO2,C[C](O)C_m2.[O][O]_m3>>CC(=O)C_m1.O[O]_m2
1656,C3H5-A+CH3(+M)<=>C4H8-1(+M),[CH2]C=C_m2.[CH3]_m2>>CCC=C_m1
1657,C2H5+C2H3(+M)<=>C4H8-1(+M),C[CH2]_m2.C=[CH]_m2>>CCC=C_m1
1658,C4H71-4+H(+M)<=>C4H8-1(+M),[CH2]CC=C_m2.[H]_m2>>CCC=C_m1
1659,C4H71-3+H<=>C4H8-1,C[CH]C=C_m2.[H]_m2>>CCC=C_m1
1660,C3H5-S+CH3(+M)<=>C4H8-2(+M),CC=[CH]_m2.[CH3]_m2>>CC=CC_m1
1661,C4H8-2<=>C3H5-A+CH3,CC=CC_m1>>[CH2]C=C_m2.[CH3]_m2
1662,C4H8-2<=>H+C4H71-3,CC=CC_m1>>[H]_m2.C[CH]C=C_m2
1663,C4H8-1+OH<=>C4H71-3+H2O,CCC=C_m1.[OH]_m2>>C[CH]C=C_m2.O_m1
1664,C4H8-1+OH<=>C4H71-4+H2O,CCC=C_m1.[OH]_m2>>[CH2]CC=C_m2.O_m1
1665,C4H8-1+OH<=>C4H71-2+H2O,CCC=C_m1.[OH]_m2>>CC[C]=C_m2.O_m1
1666,C4H8-1+OH<=>C4H71-1+H2O,CCC=C_m1.[OH]_m2>>CCC=[CH]_m2.O_m1
1667,C4H8-2+OH<=>C4H71-3+H2O,CC=CC_m1.[OH]_m2>>C[CH]C=C_m2.O_m1
1668,C4H8-2+OH<=>C4H72-2+H2O,CC=CC_m1.[OH]_m2>>C[C]=CC_m2.O_m1
1669,C4H8-1+HO2<=>C4H71-3+H2O2,CCC=C_m1.O[O]_m2>>C[CH]C=C_m2.OO_m1
1670,C4H8-2+HO2<=>C4H71-3+H2O2,CC=CC_m1.O[O]_m2>>C[CH]C=C_m2.OO_m1
1671,C4H8-1+HO2<=>C4H71-4+H2O2,CCC=C_m1.O[O]_m2>>[CH2]CC=C_m2.OO_m1
1672,C4H8-1+HO2<=>C4H71-1+H2O2,CCC=C_m1.O[O]_m2>>CCC=[CH]_m2.OO_m1
1673,C4H8-1+HO2<=>C4H71-2+H2O2,CCC=C_m1.O[O]_m2>>CC[C]=C_m2.OO_m1
1674,C4H8-2+HO2<=>C4H72-2+H2O2,CC=CC_m1.O[O]_m2>>C[C]=CC_m2.OO_m1
1675,C4H8-1+H<=>C4H71-4+H2,CCC=C_m1.[H]_m2>>[CH2]CC=C_m2.[H][H]_m1
1676,C4H8-1+H<=>C4H71-3+H2,CCC=C_m1.[H]_m2>>C[CH]C=C_m2.[H][H]_m1
1677,C4H8-1+H<=>C4H71-2+H2,CCC=C_m1.[H]_m2>>CC[C]=C_m2.[H][H]_m1
1678,C4H8-1+H<=>C4H71-1+H2,CCC=C_m1.[H]_m2>>CCC=[CH]_m2.[H][H]_m1
1679,C4H8-1+H<=>C4H71-1+H2,CCC=C_m1.[H]_m2>>CCC=[CH]_m2.[H][H]_m1
1680,C4H8-2+H<=>C4H71-3+H2,CC=CC_m1.[H]_m2>>C[CH]C=C_m2.[H][H]_m1
1681,C4H8-2+H<=>C4H72-2+H2,CC=CC_m1.[H]_m2>>C[C]=CC_m2.[H][H]_m1
1682,C4H8-1+O<=>C4H71-3+OH,CCC=C_m1.[O]_m3>>C[CH]C=C_m2.[OH]_m2
1683,C4H8-2+O<=>C4H71-3+OH,CC=CC_m1.[O]_m3>>C[CH]C=C_m2.[OH]_m2
1684,C4H8-1+O<=>C4H71-1+OH,CCC=C_m1.[O]_m3>>CCC=[CH]_m2.[OH]_m2
1685,C4H8-1+O<=>C4H71-2+OH,CCC=C_m1.[O]_m3>>CC[C]=C_m2.[OH]_m2
1686,C4H8-2+O<=>C4H72-2+OH,CC=CC_m1.[O]_m3>>C[C]=CC_m2.[OH]_m2
1687,C4H8-1+O<=>C4H71-4+OH,CCC=C_m1.[O]_m3>>[CH2]CC=C_m2.[OH]_m2
1688,C4H8-1+O2<=>C4H71-3+HO2,CCC=C_m1.[O][O]_m3>>C[CH]C=C_m2.O[O]_m2
1689,C4H8-2+O2<=>C4H71-3+HO2,CC=CC_m1.[O][O]_m3>>C[CH]C=C_m2.O[O]_m2
1690,C4H8-1+O2<=>C4H71-1+HO2,CCC=C_m1.[O][O]_m3>>CCC=[CH]_m2.O[O]_m2
1691,C4H8-1+O2<=>C4H71-2+HO2,CCC=C_m1.[O][O]_m3>>CC[C]=C_m2.O[O]_m2
1692,C4H8-2+O2<=>C4H72-2+HO2,CC=CC_m1.[O][O]_m3>>C[C]=CC_m2.O[O]_m2
1693,C4H8-1+O2<=>C4H71-4+HO2,CCC=C_m1.[O][O]_m3>>[CH2]CC=C_m2.O[O]_m2
1694,C4H8-1+CH3<=>C4H71-3+CH4,CCC=C_m1.[CH3]_m2>>C[CH]C=C_m2.C_m1
1695,C4H8-1+CH3<=>C4H71-4+CH4,CCC=C_m1.[CH3]_m2>>[CH2]CC=C_m2.C_m1
1696,C4H8-2+CH3<=>C4H71-3+CH4,CC=CC_m1.[CH3]_m2>>C[CH]C=C_m2.C_m1
1697,C4H8-1+CH3<=>C4H71-1+CH4,CCC=C_m1.[CH3]_m2>>CCC=[CH]_m2.C_m1
1698,C4H8-1+CH3<=>C4H71-2+CH4,CCC=C_m1.[CH3]_m2>>CC[C]=C_m2.C_m1
1699,C4H8-2+CH3<=>C4H72-2+CH4,CC=CC_m1.[CH3]_m2>>C[C]=CC_m2.C_m1
1700,C4H8-1+CH3O2<=>C4H71-3+CH3O2H,CCC=C_m1.CO[O]_m2>>C[CH]C=C_m2.COO_m1
1701,C4H8-1+CH3O2<=>C4H71-4+CH3O2H,CCC=C_m1.CO[O]_m2>>[CH2]CC=C_m2.COO_m1
1702,C4H8-1+CH3O<=>C4H71-3+CH3OH,CCC=C_m1.C[O]_m2>>C[CH]C=C_m2.CO_m1
1703,C4H8-1+CH3O<=>C4H71-4+CH3OH,CCC=C_m1.C[O]_m2>>[CH2]CC=C_m2.CO_m1
1704,C4H8-2+CH3O<=>C4H71-3+CH3OH,CC=CC_m1.C[O]_m2>>C[CH]C=C_m2.CO_m1
1705,C4H8-1+CH3CO3<=>C4H71-3+CH3CO3H,CCC=C_m1.CC(=O)O[O]_m2>>C[CH]C=C_m2.CC(=O)OO_m1
1706,C4H8-1+C3H5-A<=>C4H71-3+C3H6,CCC=C_m1.[CH2]C=C_m2>>C[CH]C=C_m2.CC=C_m1
1707,C4H8-1+C2H5O2<=>C4H71-3+C2H5O2H,CCC=C_m1.CCO[O]_m2>>C[CH]C=C_m2.CCOO_m1
1708,C4H8-1+NC3H7O2<=>C4H71-3+NC3H7O2H,CCC=C_m1.CCCO[O]_m2>>C[CH]C=C_m2.CCCOO_m1
1709,C4H8-1+IC3H7O2<=>C4H71-3+IC3H7O2H,CCC=C_m1.[O]OC(C)C_m2>>C[CH]C=C_m2.OOC(C)C_m1
1710,C4H8-1+PC4H9O2<=>C4H71-3+PC4H9O2H,CCC=C_m1.CCCCO[O]_m2>>C[CH]C=C_m2.CCCCOO_m1
1711,C4H8-1+SC4H9O2<=>C4H71-3+SC4H9O2H,CCC=C_m1.CC(O[O])CC_m2>>C[CH]C=C_m2.CC(OO)CC_m1
1712,C4H8-2+NC3H7O2<=>C4H71-3+NC3H7O2H,CC=CC_m1.CCCO[O]_m2>>C[CH]C=C_m2.CCCOO_m1
1713,C4H8-2+IC3H7O2<=>C4H71-3+IC3H7O2H,CC=CC_m1.[O]OC(C)C_m2>>C[CH]C=C_m2.OOC(C)C_m1
1714,C4H8-2+PC4H9O2<=>C4H71-3+PC4H9O2H,CC=CC_m1.CCCCO[O]_m2>>C[CH]C=C_m2.CCCCOO_m1
1715,C4H8-2+SC4H9O2<=>C4H71-3+SC4H9O2H,CC=CC_m1.CC(O[O])CC_m2>>C[CH]C=C_m2.CC(OO)CC_m1
1716,C4H71-3+C2H5<=>C4H8-1+C2H4,C[CH]C=C_m2.C[CH2]_m2>>CCC=C_m1.C=C_m1
1717,C4H71-3+CH3O<=>C4H8-1+CH2O,C[CH]C=C_m2.C[O]_m2>>CCC=C_m1.C=O_m1
1718,IC4H9O2+C4H8-1<=>IC4H9O2H+C4H71-3,[O]OCC(C)C_m2.CCC=C_m1>>OOCC(C)C_m1.C[CH]C=C_m2
1719,TC4H9O2+C4H8-1<=>TC4H9O2H+C4H71-3,[O]OC(C)(C)C_m2.CCC=C_m1>>OOC(C)(C)C_m1.C[CH]C=C_m2
1720,IC4H9O2+C4H8-2<=>IC4H9O2H+C4H71-3,[O]OCC(C)C_m2.CC=CC_m1>>OOCC(C)C_m1.C[CH]C=C_m2
1721,TC4H9O2+C4H8-2<=>TC4H9O2H+C4H71-3,[O]OC(C)(C)C_m2.CC=CC_m1>>OOC(C)(C)C_m1.C[CH]C=C_m2
1722,C4H71-1<=>C4H6-1+H,CCC=[CH]_m2>>CCC#C_m1.[H]_m2
1723,C4H71-1<=>C2H5+C2H2,CCC=[CH]_m2>>C[CH2]_m2.C#C_m1
1724,C4H71-2<=>C4H6-1+H,CC[C]=C_m2>>CCC#C_m1.[H]_m2
1725,C4H71-2<=>C4H612+H,CC[C]=C_m2>>CC=C=C_m1.[H]_m2
1726,C4H71-2<=>C3H4-A+CH3,CC[C]=C_m2>>C=C=C_m1.[CH3]_m2
1727,C4H71-3<=>C4H612+H,C[CH]C=C_m2>>CC=C=C_m1.[H]_m2
1728,C4H71-3<=>C4H6+H,C[CH]C=C_m2>>C=CC=C_m1.[H]_m2
1729,C4H71-4<=>C2H4+C2H3,[CH2]CC=C_m2>>C=C_m1.C=[CH]_m2
1730,C4H71-4<=>C4H6+H,[CH2]CC=C_m2>>C=CC=C_m1.[H]_m2
1731,C4H72-2<=>C4H6-2+H,C[C]=CC_m2>>CC#CC_m1.[H]_m2
1732,C4H72-2<=>C4H612+H,C[C]=CC_m2>>CC=C=C_m1.[H]_m2
1733,C4H72-2<=>C3H4-P+CH3,C[C]=CC_m2>>CC#C_m1.[CH3]_m2
1734,C4H71-3<=>C4H71-4,C[CH]C=C_m2>>[CH2]CC=C_m2
1735,C4H71-3<=>C4H72-2,C[CH]C=C_m2>>C[C]=CC_m2
1736,C4H71-3+HO2<=>C4H71-3OOH,C[CH]C=C_m2.O[O]_m2>>CC(C=C)OO_m1
1737,C4H71-3+HO2<=>C4H71-O+OH,C[CH]C=C_m2.O[O]_m2>>CC(C=C)[O]_m2.[OH]_m2
1738,C4H71-3+HO2<=>C2H3COCH3+H2O,C[CH]C=C_m2.O[O]_m2>>CC(=O)C=C_m1.O_m1
1739,C4H71-3OOH<=>C4H71-O+OH,CC(C=C)OO_m1>>CC(C=C)[O]_m2.[OH]_m2
1740,C4H71-3OOH<=>C2H3COCH3+H2O,CC(C=C)OO_m1>>CC(=O)C=C_m1.O_m1
1741,C4H71-O<=>C2H3+CH3CHO,CC(C=C)[O]_m2>>C=[CH]_m2.CC=O_m1
1742,C4H71-O<=>AC3H5OCH2,CC(C=C)[O]_m2>>[CH2]OCC=C_m2
1743,C4H71-O<=>CH2CH2COCH3,CC(C=C)[O]_m2>>[CH2]CC(=O)C_m2
1744,C4H71-O<=>C2H3COCH3+H,CC(C=C)[O]_m2>>CC(=O)C=C_m1.[H]_m2
1745,C4H71-O<=>C2H4+CH3CO,CC(C=C)[O]_m2>>C=C_m1.C[C]=O_m2
1746,AC3H5OCH2<=>C3H5-A+CH2O,[CH2]OCC=C_m2>>[CH2]C=C_m2.C=O_m1
1747,AC3H5OCH2<=>CH2CH2COCH3,[CH2]OCC=C_m2>>[CH2]CC(=O)C_m2
1748,AC3H5OCH2<=>C2H3COCH3+H,[CH2]OCC=C_m2>>CC(=O)C=C_m1.[H]_m2
1749,AC3H5OCH2<=>C3H6+HCO,[CH2]OCC=C_m2>>CC=C_m1.[CH]=O_m2
1750,CH2CH2COCH3<=>C2H3+CH3CHO,[CH2]CC(=O)C_m2>>C=[CH]_m2.CC=O_m1
1751,CH2CH2COCH3<=>C2H3COCH3+H,[CH2]CC(=O)C_m2>>CC(=O)C=C_m1.[H]_m2
1752,CH2CH2COCH3<=>C2H4+CH3CO,[CH2]CC(=O)C_m2>>C=C_m1.C[C]=O_m2
1753,C2H3+CH3CHO<=>C2H4+CH3CO,C=[CH]_m2.CC=O_m1>>C=C_m1.C[C]=O_m2
1754,C4H71-3+HO2<=>C4H72-1OOH,C[CH]C=C_m2.O[O]_m2>>CC=CCOO_m1
1755,C4H71-3+HO2<=>C4H7O2-1+OH,C[CH]C=C_m2.O[O]_m2>>CC=CC[O]_m2.[OH]_m2
1756,C4H71-3+HO2<=>SC3H5CHO+H2O,C[CH]C=C_m2.O[O]_m2>>CC=CC=O_m1.O_m1
1757,C4H72-1OOH<=>C4H7O2-1+OH,CC=CCOO_m1>>CC=CC[O]_m2.[OH]_m2
1758,C4H72-1OOH<=>SC3H5CHO+H2O,CC=CCOO_m1>>CC=CC=O_m1.O_m1
1759,C4H7O2-1<=>C3H5-S+CH2O,CC=CC[O]_m2>>CC=[CH]_m2.C=O_m1
1760,C4H7O2-1<=>SC3H5OCH2-1,CC=CC[O]_m2>>[CH2]OC=CC_m2
1761,C4H7O2-1<=>C3H6CHO-2,CC=CC[O]_m2>>C[CH]CC=O_m2
1762,C4H7O2-1<=>SC3H5CHO+H,CC=CC[O]_m2>>CC=CC=O_m1.[H]_m2
1763,C4H7O2-1<=>C3H6+HCO,CC=CC[O]_m2>>CC=C_m1.[CH]=O_m2
1764,SC3H5OCH2-1<=>C3H5-S+CH2O,[CH2]OC=CC_m2>>CC=[CH]_m2.C=O_m1
1765,SC3H5OCH2-1<=>C3H6CHO-2,[CH2]OC=CC_m2>>C[CH]CC=O_m2
1766,SC3H5OCH2-1<=>SC3H5CHO+H,[CH2]OC=CC_m2>>CC=CC=O_m1.[H]_m2
1767,SC3H5OCH2-1<=>C3H6+HCO,[CH2]OC=CC_m2>>CC=C_m1.[CH]=O_m2
1768,C3H6CHO-2<=>C3H5-S+CH2O,C[CH]CC=O_m2>>CC=[CH]_m2.C=O_m1
1769,C3H6CHO-2<=>SC3H5CHO+H,C[CH]CC=O_m2>>CC=CC=O_m1.[H]_m2
1770,C3H6CHO-2<=>C3H6+HCO,C[CH]CC=O_m2>>CC=C_m1.[CH]=O_m2
1771,C3H5-S+CH2O<=>C3H6+HCO,CC=[CH]_m2.C=O_m1>>CC=C_m1.[CH]=O_m2
1772,C4H71-3+CH3O2<=>C4H71-3OOCH3,C[CH]C=C_m2.CO[O]_m2>>CC(C=C)OOC_m1
1773,C4H71-3+CH3O2<=>C4H71-O+CH3O,C[CH]C=C_m2.CO[O]_m2>>CC(C=C)[O]_m2.C[O]_m2
1774,C4H71-3OOCH3<=>C4H71-O+CH3O,CC(C=C)OOC_m1>>CC(C=C)[O]_m2.C[O]_m2
1775,C4H71-3+CH3O2<=>C4H72-1OOCH3,C[CH]C=C_m2.CO[O]_m2>>COOCC=CC_m1
1776,C4H71-3+CH3O2<=>C4H7O2-1+CH3O,C[CH]C=C_m2.CO[O]_m2>>CC=CC[O]_m2.C[O]_m2
1777,C4H72-1OOCH3<=>C4H7O2-1+CH3O,COOCC=CC_m1>>CC=CC[O]_m2.C[O]_m2
1778,C4H71-3+C2H5O2<=>C4H71-O+C2H5O,C[CH]C=C_m2.CCO[O]_m2>>CC(C=C)[O]_m2.CC[O]_m2
1779,IC3H7O2+C4H71-3<=>IC3H7O+C4H71-O,[O]OC(C)C_m2.C[CH]C=C_m2>>CC([O])C_m2.CC(C=C)[O]_m2
1780,NC3H7O2+C4H71-3<=>NC3H7O+C4H71-O,CCCO[O]_m2.C[CH]C=C_m2>>CCC[O]_m2.CC(C=C)[O]_m2
1781,C4H71-O<=>C2H3CHO+CH3,CC(C=C)[O]_m2>>C=CC=O_m1.[CH3]_m2
1782,C4H71-3+O<=>C2H3CHO+CH3,C[CH]C=C_m2.[O]_m3>>C=CC=O_m1.[CH3]_m2
1783,C4H71-3+O2<=>C4H6+HO2,C[CH]C=C_m2.[O][O]_m3>>C=CC=C_m1.O[O]_m2
1784,H+C4H71-3<=>C4H6+H2,[H]_m2.C[CH]C=C_m2>>C=CC=C_m1.[H][H]_m1
1785,C2H5+C4H71-3<=>C4H6+C2H6,C[CH2]_m2.C[CH]C=C_m2>>C=CC=C_m1.CC_m1
1786,C2H3+C4H71-3<=>C2H4+C4H6,C=[CH]_m2.C[CH]C=C_m2>>C=C_m1.C=CC=C_m1
1787,C3H5-A+C4H71-3<=>C3H6+C4H6,[CH2]C=C_m2.C[CH]C=C_m2>>CC=C_m1.C=CC=C_m1
1788,"C4H71-3+C4H71-3<=>C8H141-5,3-4",C[CH]C=C_m2.C[CH]C=C_m2>>C=CC(C(C=C)C)C_m1
1789,"C4H71-3+C4H71-3<=>C8H141-5,3",C[CH]C=C_m2.C[CH]C=C_m2>>CC=CCC(C=C)C_m1
1790,C4H71-3+C4H71-3<=>C8H142-6,C[CH]C=C_m2.C[CH]C=C_m2>>CC=CCCC=CC_m1
1791,"C8H141-5,3-4+OH<=>C8H131-5,3-4,TA+H2O",C=CC(C(C=C)C)C_m1.[OH]_m2>>C=C[C](C(C=C)C)C_m2.O_m1
1792,"C8H141-5,3+OH<=>C8H131-5,3,TA+H2O",CC=CCC(C=C)C_m1.[OH]_m2>>CC=CC[C](C=C)C_m2.O_m1
1793,"C8H141-5,3+OH<=>C8H131-5,3,SA+H2O",CC=CCC(C=C)C_m1.[OH]_m2>>CC=C[CH]C(C=C)C_m2.O_m1
1794,"C8H141-5,3+OH<=>C8H131-5,3,PA+H2O",CC=CCC(C=C)C_m1.[OH]_m2>>[CH2]C=CCC(C=C)C_m2.O_m1
1795,"C8H142-6+OH<=>C8H132-6,SA+H2O",CC=CCCC=CC_m1.[OH]_m2>>CC=C[CH]CC=CC_m2.O_m1
1796,"C8H142-6+OH<=>C8H132-6,PA+H2O",CC=CCCC=CC_m1.[OH]_m2>>CC=CCCC=C[CH2]_m2.O_m1
1797,"C8H141-5,3-4+HO2<=>C8H131-5,3-4,TA+H2O2",C=CC(C(C=C)C)C_m1.O[O]_m2>>C=C[C](C(C=C)C)C_m2.OO_m1
1798,"C8H141-5,3+HO2<=>C8H131-5,3,TA+H2O2",CC=CCC(C=C)C_m1.O[O]_m2>>CC=CC[C](C=C)C_m2.OO_m1
1799,"C8H141-5,3+HO2<=>C8H131-5,3,SA+H2O2",CC=CCC(C=C)C_m1.O[O]_m2>>CC=C[CH]C(C=C)C_m2.OO_m1
1800,"C8H141-5,3+HO2<=>C8H131-5,3,PA+H2O2",CC=CCC(C=C)C_m1.O[O]_m2>>[CH2]C=CCC(C=C)C_m2.OO_m1
1801,"C8H142-6+HO2<=>C8H132-6,SA+H2O2",CC=CCCC=CC_m1.O[O]_m2>>CC=C[CH]CC=CC_m2.OO_m1
1802,"C8H142-6+HO2<=>C8H132-6,PA+H2O2",CC=CCCC=CC_m1.O[O]_m2>>CC=CCCC=C[CH2]_m2.OO_m1
1803,"C8H141-5,3-4+H<=>C8H131-5,3-4,TA+H2",C=CC(C(C=C)C)C_m1.[H]_m2>>C=C[C](C(C=C)C)C_m2.[H][H]_m1
1804,"C8H141-5,3+H<=>C8H131-5,3,TA+H2",CC=CCC(C=C)C_m1.[H]_m2>>CC=CC[C](C=C)C_m2.[H][H]_m1
1805,"C8H141-5,3+H<=>C8H131-5,3,SA+H2",CC=CCC(C=C)C_m1.[H]_m2>>CC=C[CH]C(C=C)C_m2.[H][H]_m1
1806,"C8H141-5,3+H<=>C8H131-5,3,PA+H2",CC=CCC(C=C)C_m1.[H]_m2>>[CH2]C=CCC(C=C)C_m2.[H][H]_m1
1807,"C8H142-6+H<=>C8H132-6,SA+H2",CC=CCCC=CC_m1.[H]_m2>>CC=C[CH]CC=CC_m2.[H][H]_m1
1808,"C8H142-6+H<=>C8H132-6,PA+H2",CC=CCCC=CC_m1.[H]_m2>>CC=CCCC=C[CH2]_m2.[H][H]_m1
1809,"C8H141-5,3-4+O<=>C8H131-5,3-4,TA+OH",C=CC(C(C=C)C)C_m1.[O]_m3>>C=C[C](C(C=C)C)C_m2.[OH]_m2
1810,"C8H141-5,3+O<=>C8H131-5,3,TA+OH",CC=CCC(C=C)C_m1.[O]_m3>>CC=CC[C](C=C)C_m2.[OH]_m2
1811,"C8H141-5,3+O<=>C8H131-5,3,SA+OH",CC=CCC(C=C)C_m1.[O]_m3>>CC=C[CH]C(C=C)C_m2.[OH]_m2
1812,"C8H141-5,3+O<=>C8H131-5,3,PA+OH",CC=CCC(C=C)C_m1.[O]_m3>>[CH2]C=CCC(C=C)C_m2.[OH]_m2
1813,"C8H142-6+O<=>C8H132-6,SA+OH",CC=CCCC=CC_m1.[O]_m3>>CC=C[CH]CC=CC_m2.[OH]_m2
1814,"C8H142-6+O<=>C8H132-6,PA+OH",CC=CCCC=CC_m1.[O]_m3>>CC=CCCC=C[CH2]_m2.[OH]_m2
1815,"C8H141-5,3-4+CH3<=>C8H131-5,3-4,TA+CH4",C=CC(C(C=C)C)C_m1.[CH3]_m2>>C=C[C](C(C=C)C)C_m2.C_m1
1816,"C8H141-5,3+CH3<=>C8H131-5,3,TA+CH4",CC=CCC(C=C)C_m1.[CH3]_m2>>CC=CC[C](C=C)C_m2.C_m1
1817,"C8H141-5,3+CH3<=>C8H131-5,3,SA+CH4",CC=CCC(C=C)C_m1.[CH3]_m2>>CC=C[CH]C(C=C)C_m2.C_m1
1818,"C8H141-5,3+CH3<=>C8H131-5,3,PA+CH4",CC=CCC(C=C)C_m1.[CH3]_m2>>[CH2]C=CCC(C=C)C_m2.C_m1
1819,"C8H142-6+CH3<=>C8H132-6,SA+CH4",CC=CCCC=CC_m1.[CH3]_m2>>CC=C[CH]CC=CC_m2.C_m1
1820,"C8H142-6+CH3<=>C8H132-6,PA+CH4",CC=CCCC=CC_m1.[CH3]_m2>>CC=CCCC=C[CH2]_m2.C_m1
1821,"C8H141-5,3-4+O2<=>C8H131-5,3-4,TA+HO2",C=CC(C(C=C)C)C_m1.[O][O]_m3>>C=C[C](C(C=C)C)C_m2.O[O]_m2
1822,"C8H141-5,3+O2<=>C8H131-5,3,TA+HO2",CC=CCC(C=C)C_m1.[O][O]_m3>>CC=CC[C](C=C)C_m2.O[O]_m2
1823,"C8H141-5,3+O2<=>C8H131-5,3,SA+HO2",CC=CCC(C=C)C_m1.[O][O]_m3>>CC=C[CH]C(C=C)C_m2.O[O]_m2
1824,"C8H141-5,3+O2<=>C8H131-5,3,PA+HO2",CC=CCC(C=C)C_m1.[O][O]_m3>>[CH2]C=CCC(C=C)C_m2.O[O]_m2
1825,"C8H142-6+O2<=>C8H132-6,SA+HO2",CC=CCCC=CC_m1.[O][O]_m3>>CC=C[CH]CC=CC_m2.O[O]_m2
1826,"C8H142-6+O2<=>C8H132-6,PA+HO2",CC=CCCC=CC_m1.[O][O]_m3>>CC=CCCC=C[CH2]_m2.O[O]_m2
1827,"C6H101-3,3+C2H3<=>C8H131-5,3-4,TA",CC=C(C=C)C_m1.C=[CH]_m2>>C=C[C](C(C=C)C)C_m2
1828,"B13DE2M+C3H5-S<=>C8H131-5,3,TA",C=CC(=C)C_m1.CC=[CH]_m2>>CC=CC[C](C=C)C_m2
1829,"C6H10D24+C2H3<=>C8H131-5,3,SA",CC=CC=CC_m1.C=[CH]_m2>>CC=C[CH]C(C=C)C_m2
1830,"C4H6+C4H71-3<=>C8H131-5,3,PA",C=CC=C_m1.C[CH]C=C_m2>>[CH2]C=CCC(C=C)C_m2
1831,"C5H81-3+C3H5-S<=>C8H132-6,SA",CC=CC=C_m1.CC=[CH]_m2>>CC=C[CH]CC=CC_m2
1832,"C4H6+C4H71-3<=>C8H132-6,PA",C=CC=C_m1.C[CH]C=C_m2>>CC=CCCC=C[CH2]_m2
1833,"C6H101-3,3<=>C2H3+C4H72-2",CC=C(C=C)C_m1>>C=[CH]_m2.C[C]=CC_m2
1834,C6H10D24<=>C3H5-S+C3H5-S,CC=CC=CC_m1>>CC=[CH]_m2.CC=[CH]_m2
1835,"C8H131-5,3-4,TA+HO2<=>C8H131-5,3-4,TAO+OH",C=C[C](C(C=C)C)C_m2.O[O]_m2>>C=CC(C(C=C)([O])C)C_m2.[OH]_m2
1836,"C8H131-5,3,TA+HO2<=>C8H131-5,3,TAO+OH",CC=CC[C](C=C)C_m2.O[O]_m2>>CC=CCC(C=C)([O])C_m2.[OH]_m2
1837,"C8H131-5,3,SA+HO2<=>C8H131-5,3,SAO+OH",CC=C[CH]C(C=C)C_m2.O[O]_m2>>CC=CC(C(C=C)C)[O]_m2.[OH]_m2
1838,"C8H131-5,3,PA+HO2<=>C8H131-5,3,PAO+OH",[CH2]C=CCC(C=C)C_m2.O[O]_m2>>CC(C=C)CC=CC[O]_m2.[OH]_m2
1839,"C8H132-6,SA+HO2<=>C8H132-6,SAO+OH",CC=C[CH]CC=CC_m2.O[O]_m2>>CC=CCC(C=CC)[O]_m2.[OH]_m2
1840,"C8H132-6,PA+HO2<=>C8H132-6,PAO+OH",CC=CCCC=C[CH2]_m2.O[O]_m2>>CC=CCCC=CC[O]_m2.[OH]_m2
1841,"C4H71-3+C2H3COCH3<=>C8H131-5,3-4,TAO",C[CH]C=C_m2.CC(=O)C=C_m1>>C=CC(C(C=C)([O])C)C_m2
1842,"C4H71-3+C2H3COCH3<=>C8H131-5,3,TAO",C[CH]C=C_m2.CC(=O)C=C_m1>>CC=CCC(C=C)([O])C_m2
1843,"C4H71-3+SC3H5CHO<=>C8H131-5,3,SAO",C[CH]C=C_m2.CC=CC=O_m1>>CC=CC(C(C=C)C)[O]_m2
1844,"C7H111-5,3,6P+CH2O<=>C8H131-5,3,PAO",[CH]=CCC(C=C)C_m2.C=O_m1>>CC(C=C)CC=CC[O]_m2
1845,"C4H71-3+SC3H5CHO<=>C8H132-6,SAO",C[CH]C=C_m2.CC=CC=O_m1>>CC=CCC(C=CC)[O]_m2
1846,"C7H111-5,1P+CH2O<=>C8H132-6,PAO",[CH]=CCCC=CC_m2.C=O_m1>>CC=CCCC=CC[O]_m2
1847,"CC5H9-A+C2H2<=>C7H111-5,3,6P",C=CC([CH2])C_m2.C#C_m1>>[CH]=CCC(C=C)C_m2
1848,"C5H92-5+C2H2<=>C7H111-5,1P",[CH2]CC=CC_m2.C#C_m1>>[CH]=CCCC=CC_m2
1849,C4H71-4+O2<=>C4H6+HO2,[CH2]CC=C_m2.[O][O]_m3>>C=CC=C_m1.O[O]_m2
1850,C4H71-4+O2<=>C4H71-4O2,[CH2]CC=C_m2.[O][O]_m3>>[O]OCCC=C_m2
1851,C4H71-4+HO2<=>C4H7O1-4+OH,[CH2]CC=C_m2.O[O]_m2>>[O]CCC=C_m2.[OH]_m2
